filename,start,desc,split
0PZQL-Msz0s,30,horse clip-clop,train
0P_H0MitpC8,30,male singing,train
0PbImn6M0hw,30,people running,train
0Pg5AkPt9qA,30,male singing,train
0PhU-PIsUMw,89,civil defense siren,train
0Pjd13FyuXc,58,singing bowl,train
0Pk3d8Qn6p4,60,playing accordion,train
0Pt_NiiZYgU,80,playing drum kit,train
0PxytBLZkZA,400,playing cello,train
0Q4d-Undq14,42,playing accordion,train
0Q93DLTA4Gs,29,crow cawing,train
0Q93DLTA4Gs,39,crow cawing,train
0QAmSE4_-xQ,200,"race car, auto racing",train
0QBjH8gIf1I,90,roller coaster running,train
0QBjH8gIf1I,100,roller coaster running,train
0QCVJ1Xn6io,30,driving buses,train
0QCmjqhcsNU,10,"vehicle horn, car horn, honking",train
0QEwBir7h2Q,10,beat boxing,train
0QHxl_qa77U,30,playing flute,train
0QLlp_njewo,255,playing tambourine,train
0QPuoCmYU60,10,car engine idling,test
0QSPtpp1HN8,30,playing hammond organ,test
0QX2QWOfMk4,360,orchestra,train
0Q_7xy0xo18,30,playing electric guitar,train
0Q_SKfnrhwY,0,children shouting,train
0Qc4x6XmFiw,90,skateboarding,train
0QdW02J2hRQ,326,cow lowing,train
0QdW02J2hRQ,342,cow lowing,train
0QeC0bYEi70,280,playing piano,train
0QffpfviJ-0,30,playing bass guitar,train
0QhsgW-yDmE,30,typing on computer keyboard,train
0QklamL49Xs,80,playing saxophone,train
0QlqxDhNkWc,2,blowtorch igniting,train
0QlqxDhNkWc,157,blowtorch igniting,train
0QqGKhAJ3z4,75,playing cymbal,train
0Qtlxl9zeVM,30,playing cymbal,train
0R-0dduvkFM,46,baby laughter,train
0R-0dduvkFM,63,baby laughter,train
0R02tNNE-sA,226,owl hooting,train
0R02tNNE-sA,625,owl hooting,train
0R0PXYj4g9c,30,"playing steel guitar, slide guitar",train
0R2LA9VwoZo,58,parrot talking,train
0R2LA9VwoZo,181,parrot talking,train
0R3RaW4G5p4,30,playing hammond organ,train
0R4ILgLLd_o,300,playing cello,train
0R6jogQYIQw,61,scuba diving,train
0R6jogQYIQw,75,scuba diving,train
0R85JknaH-w,90,splashing water,test
0RBb9XxmCYA,50,stream burbling,train
0RFEHUrGOP0,170,playing acoustic guitar,train
0RFa3yJRuDg,80,people crowd,train
0RFwwmALrBs,30,dog bow-wow,train
0RIc6mwDRaQ,80,playing flute,train
0RJa3t8qZS4,30,rapping,test
0RL4VVwvuyQ,30,playing acoustic guitar,train
0RMYLychMXc,0,baby babbling,test
0ROxo3_v2Ck,18,black capped chickadee calling,train
0RS8hcUxcx0,13,horse neighing,train
0RSMUQosl38,30,male singing,train
0RZRFj7zDnQ,30,playing cello,test
0R_Ph3T0jHE,30,"playing violin, fiddle",train
0RbybrcP00g,130,church bell ringing,train
0ReRU3F4o4Q,1,playing tabla,train
0ReRU3F4o4Q,46,playing tabla,train
0Ree10eqPN4,30,car passing by,train
0RgNwWhZKXM,10,lawn mowing,train
0RhfCypZs8M,206,playing bass guitar,train
0RlgyzrrFE8,38,tractor digging,train
0Rn7c24eIeM,40,playing harpsichord,train
0RnkZpC9Nns,41,fire truck siren,train
0Rpw7o2B0UQ,2,chicken crowing,train
0RpygKxPC2I,236,tapping guitar,train
0RqHkIvB4VY,30,"playing violin, fiddle",train
0Rqa18lmDtw,153,driving motorcycle,test
0RrBcotVa4Y,10,"male speech, man speaking",train
0RtcYX3qgeI,30,"engine accelerating, revving, vroom",train
0S3kz0Excbs,0,people sobbing,train
0S6mh93O1Yw,60,playing french horn,train
0SC_QHdJo_0,0,car engine knocking,train
0SHlE6nAdg4,30,"male speech, man speaking",train
0SL91QFyAEE,30,people running,train
0SLli-eh_Dw,30,"male speech, man speaking",train
0SPkixBmVJ0,23,playing cornet,train
0SPkixBmVJ0,34,playing cornet,train
0SV-etQ_NhQ,30,playing accordion,train
0SX8oyvqIUk,295,airplane flyby,train
0S_vY5BkpAY,0,zebra braying,train
0SanQm3f5qg,90,reversing beeps,train
0SanQm3f5qg,134,reversing beeps,train
0Sb-RvvsaAw,132,horse clip-clop,train
0Sb-RvvsaAw,146,horse clip-clop,train
0SfB470FtPw,150,lions growling,train
0SgrQRpaas8,200,machine gun shooting,train
0SmZOjBjik8,350,playing harmonica,train
0So9wtxa8OI,34,civil defense siren,train
0Stq3XQqmYE,10,machine gun shooting,train
0SuTzbPSwfU,10,"donkey, ass braying",train
0SuTzbPSwfU,24,"donkey, ass braying",train
0SwiO04tw94,76,"playing steel guitar, slide guitar",train
0SwiO04tw94,164,"playing steel guitar, slide guitar",train
0T4CRDYrwpk,90,wind noise,train
0T9__Qqp2Go,16,playing badminton,train
0TAh_dkvBg4,30,playing acoustic guitar,train
0TBt0al3ITY,30,chicken crowing,train
0TDMZc68X10,200,"playing marimba, xylophone",train
0TK4QOPe83o,16,waterfall burbling,train
0TK4QOPe83o,582,waterfall burbling,train
0TQQn_S8ZDM,30,helicopter,train
0TSOlaZXXM8,80,playing bass guitar,test
0TTcaY-XAWs,20,people burping,train
0TV9zvfwFhs,30,male singing,test
0TXp7O2dOLc,23,mouse clicking,train
0TXp7O2dOLc,123,mouse clicking,train
0Tb3_g47768,28,wind noise,train
0TfWMDjobPY,120,playing squash,train
0ThXFrUz9tI,30,female singing,train
0TiPjkcR_Vs,30,"female speech, woman speaking",train
0Tivp8xsPRs,520,playing clarinet,train
0Tj0S7X9N_M,150,people sobbing,train
0TqJun9TEbg,30,playing electric guitar,train
0TqOnQyMK_Q,97,lions roaring,train
0TqOnQyMK_Q,114,lions roaring,train
0TtBBb99TF8,30,people running,train
0TumqT-_n9k,21,"motorboat, speedboat acceleration",train
0U0eNtkoeW4,30,child singing,train
0U2wg5Q34-s,2,toilet flushing,train
0U6ebFYFPjk,30,chicken crowing,train
0U6l_tSUtQo,84,"playing steel guitar, slide guitar",train
0U6l_tSUtQo,127,"playing steel guitar, slide guitar",train
0U7PeaSWk14,290,people whispering,train
0U7mQ5GYMX8,300,playing tabla,test
0U958E0WjlY,30,printer printing,train
0UJpeR9-ayg,213,lathe spinning,test
0UK5SEhqalM,12,"electric shaver, electric razor shaving",train
0UN02RkbG_U,7,cat meowing,train
0UNRx4WNzw0,80,fire crackling,train
0UVybxVapyA,100,fireworks banging,train
0UX7Cl2iJJs,10,ambulance siren,train
0UaOdIgHAaY,247,beat boxing,train
0Ubv-aJ5HrA,387,people eating apple,train
0Ubv-aJ5HrA,402,people eating apple,train
0UcGJ1G2MjM,6,dog barking,train
0UcGJ1G2MjM,21,dog barking,train
0UgX-teD-hw,70,basketball bounce,train
0Ui0shNtHfY,30,stream burbling,train
0UiiAOxpIyE,30,playing bass guitar,train
0Ukop25AhEc,0,people burping,train
0Upm6kw8dxE,5,pig oinking,train
0UwGAkxjR8c,821,people slurping,train
0UwGAkxjR8c,853,people slurping,train
0UwKSqfB9sE,122,golf driving,train
0UxaeYoDtdA,19,playing cornet,train
0UxaeYoDtdA,32,playing cornet,train
0UxedyHm80Y,30,playing acoustic guitar,train
0VFJ5fVLe_A,10,playing banjo,train
0VMe1reP0jI,30,playing acoustic guitar,train
0VP-tjMKNko,186,plastic bottle crushing,train
0VP_3u5LsCw,214,arc welding,train
0VR9AllnQ0c,16,playing flute,train
0VU0xMqlFwc,360,fireworks banging,train
0VW4nelMODc,259,swimming,test
0VW4nelMODc,271,swimming,test
0VW6vjuaN9w,75,ice cracking,train
0VW6vjuaN9w,102,ice cracking,train
0VWFDW8-XAk,30,waterfall burbling,train
0VWOvQpJJ30,27,playing erhu,train
0VZo-AO9k_I,95,playing didgeridoo,train
0VbN89q-cUU,88,parrot talking,train
0VbN89q-cUU,102,parrot talking,train
0VcpwWEgHc4,12,toilet flushing,train
0VeCqFvVUQg,40,people hiccup,train
0Veq3Kqvd54,150,playing clarinet,train
0VfqkAyKP2I,30,singing choir,train
0VhqAZVn-bU,106,rope skipping,train
0VhqAZVn-bU,117,rope skipping,train
0Vk7uLPqayM,20,dog barking,train
0VlHVS1_LXQ,30,"playing marimba, xylophone",train
0VpykOpam08,53,cat growling,train
0VuwrRTt12o,190,lawn mowing,train
0VzddQUqVCQ,0,playing tennis,train
0WG4M3HAgv4,331,people slurping,train
0WG4M3HAgv4,549,people slurping,train
0WIxXg4QzJY,30,wind noise,train
0WIzNXqWrZk,171,playing hockey,train
0WIzNXqWrZk,204,playing hockey,train
0WKZxrxHxl0,30,playing flute,train
0WL1gKM13mY,0,mynah bird singing,train
0WLZoOhg4LE,3,cat purring,train
0WLZoOhg4LE,94,cat purring,train
0WR6BPNosE0,40,"race car, auto racing",train
0WcWOB-wOJ0,120,playing acoustic guitar,train
0WhHTKvpUc8,30,playing acoustic guitar,train
0WhgdXwEOug,30,male singing,train
0WkfP8GAR4M,55,yodelling,train
0WkfP8GAR4M,142,yodelling,train
0WmHUdc0rd0,130,playing bass guitar,train
0WoWLoACt-Y,130,playing piano,train
0WwxN4pYDcg,14,lions roaring,train
0WwxN4pYDcg,25,lions roaring,train
0WxVVyGB2C4,30,using sewing machines,train
0Wzh7Hou30s,101,airplane flyby,train
0Wzh7Hou30s,175,airplane flyby,train
0X1c0-MSBRI,15,cat caterwauling,train
0X2YynJfzRA,72,waterfall burbling,train
0X2YynJfzRA,88,waterfall burbling,train
0XBOuAycZ-k,150,playing double bass,test
0XEFhv_Y668,0,tapping guitar,train
0XEFhv_Y668,11,tapping guitar,train
0XFFOBzJ3aw,120,playing flute,test
0XGHiumhpJk,130,playing accordion,train
0XJXYSELs0Y,30,playing bass guitar,train
0XMJfDMQxHg,12,tractor digging,train
0XOiKtbVdRU,10,playing synthesizer,train
0XSNrKgA94g,30,thunder,test
0XTKOMn-Cvc,28,people screaming,train
0XUauSOwvzk,0,sea lion barking,train
0XUauSOwvzk,30,dog bow-wow,train
0XWzv1pLYl8,27,car engine knocking,train
0X_JuKcjmf4,63,machine gun shooting,train
0XbqnVocHNE,30,horse clip-clop,train
0XcOI-i6DI0,2,police car (siren),train
0XcjJJY43WM,10,machine gun shooting,train
0Xe0ar3K75I,247,playing trumpet,train
0XhLs0edQfM,95,wind rustling leaves,train
0XkFj7HPKjo,90,sailing,train
0XktCS2tYpE,143,bouncing on trampoline,train
0XmfK5P_3RU,30,playing banjo,train
0Xnkhm8LlLE,510,lathe spinning,train
0Xnkhm8LlLE,524,lathe spinning,train
0Xoyjfzpbk8,0,lions roaring,train
0XpOd-sy594,93,chainsawing trees,train
0Xsny5M-hyE,140,people sniggering,train
0Xv7Tucl5Vs,30,"race car, auto racing",train
0XwW5Ci2lFs,107,baby crying,train
0XxXJcdf_zk,30,child singing,train
0XxvRJ8sOmM,12,playing trombone,train
0XxvRJ8sOmM,22,playing trombone,train
0XxzfcwVTHA,170,playing double bass,train
0Y1D5oa3iJQ,30,playing bass guitar,train
0Y2bsf2B_Ng,8,lighting firecrackers,train
0Y2bsf2B_Ng,43,lighting firecrackers,train
0Y2j3j5l8J0,30,child singing,train
0Y8TTBlRKkQ,330,waterfall burbling,test
0Y98tzWJkjw,140,police car (siren),train
0Y9qWC57Xbw,11,playing didgeridoo,train
0YIXD7_8NMk,31,woodpecker pecking tree,train
0YLAW2XP_bE,90,playing drum kit,train
0YMv3RUxGQM,1,car engine knocking,train
0YNfhUwVT3g,2,scuba diving,train
0YR-Bfkyfe8,30,playing acoustic guitar,train
0YTieIiZNN4,10,machine gun shooting,test
0Ya8gBa38oo,30,playing electric guitar,train
0Yb_MlkV4us,925,cheetah chirrup,train
0YcSmMy8hDg,192,mynah bird singing,train
0YgP3FUGh_I,281,people slurping,train
0Yk2jwVJCjk,30,playing flute,train
0YmoNXCSVzA,140,orchestra,train
0YnHY_OQRDU,596,playing tennis,train
0YpoXmsrat8,42,eating with cutlery,train
0YqtcjfQkFM,119,people sneezing,train
0YtTdTtlj8Y,30,"male speech, man speaking",train
0YtmR0VUeH0,113,playing erhu,train
0Yttn57fm_o,19,playing harpsichord,train
0Yttn57fm_o,62,playing harpsichord,train
0YuYPsGvGyM,18,playing harmonica,train
0YyA3W-SVUg,30,stream burbling,train
0YyeqWd1pkI,70,"ice cream truck, ice cream van",train
0Yyjqgv8-ug,30,male singing,train
0Yzi2vw6Kqk,9,playing flute,train
0Z-dQVNUebA,7,people booing,train
0Z1OZlveKKQ,30,playing electronic organ,train
0Z6y0lIbFL4,51,cap gun shooting,train
0Z6y0lIbFL4,72,cap gun shooting,train
0Z7LkpZ-RZk,30,playing bass drum,train
0Z7eN8r8QkU,0,playing french horn,train
0ZEPdAyz6Sg,30,"bird chirping, tweeting",train
0ZFhnbWBX2s,43,playing flute,train
0ZGt4GjihSY,30,helicopter,train
0ZIv7FicA9g,30,playing acoustic guitar,train
0ZJaYByWnYw,30,playing electric guitar,train
0ZJehw_Ug-g,220,chainsawing trees,train
0ZO4uEtj6H4,2,people belly laughing,train
0ZP_JGQbwPw,30,dog bow-wow,train
0ZPoe2MrWt8,0,skateboarding,train
0ZRnY1i1BjQ,10,stream burbling,train
0ZUra2TsTPk,40,playing harmonica,train
0ZVdHyRbCCo,40,toilet flushing,train
0ZYWfP3VQoA,30,"engine accelerating, revving, vroom",train
0ZZ70yznpCE,10,baby crying,train
0ZZ_wdnsc10,30,cat caterwauling,train
0ZaMQbP7Etc,7,spraying water,train
0ZeluKxEdWc,30,"male speech, man speaking",train
0ZhfGqLHByY,1,fireworks banging,train
0Zm0ti8edsQ,263,car engine idling,test
0Zm_EeDw5ZQ,5,skidding,train
0Zm_EeDw5ZQ,22,skidding,train
0ZrKs1wPhj4,12,chinchilla barking,train
0ZsFIMrAhls,161,scuba diving,train
0ZsFIMrAhls,592,scuba diving,train
0ZsqT10ECEc,280,people clapping,train
0ZtAAwlNEGY,87,playing double bass,train
0ZvbCKgkh3M,31,playing glockenspiel,train
0ZvbCKgkh3M,67,playing glockenspiel,train
0ZwbcEBTBhE,18,cat purring,train
0ZwbcEBTBhE,90,cat purring,train
0ZxpQ87jdgQ,37,cow lowing,test
0ZyH5p2bENY,45,playing harpsichord,train
0ZyO42c3QEE,210,cat purring,train
0ZySBYLfDqk,0,people sniggering,train
0ZzcdfYzYks,30,male singing,train
0Zzt2Tf_0Os,139,ice cracking,test
0_-sNSoIUdI,50,pumping water,train
0_0l1A9ga7k,92,people belly laughing,train
0_1Jo7NAhl4,149,forging swords,train
0_2xJu9dH3o,67,toilet flushing,train
0_2xJu9dH3o,193,toilet flushing,train
0_30QpW-NCU,110,playing cymbal,train
0_8-g2rof7E,49,"heart sounds, heartbeat",test
0_AwzSYqXA4,0,playing mandolin,train
0_AwzSYqXA4,38,playing mandolin,train
0_FFqLukmHk,80,people sneezing,test
0_FZLtE1bfg,74,playing hammond organ,train
0_GEITaByIw,29,cheetah chirrup,train
0_IpxftJCCo,0,playing ukulele,train
0_IpxftJCCo,69,playing ukulele,train
0_J0BWiW7-k,12,dog bow-wow,train
0_LNki_ktE0,30,"motorboat, speedboat acceleration",train
0_LWz68l138,30,playing electric guitar,train
0_O9CSTsckA,30,playing bass guitar,train
0_OKFKRofd8,30,female singing,train
0_RiXhTYRp4,30,thunder,train
0_T4Z_KuWGM,4,playing cornet,train
0_T4Z_KuWGM,23,playing cornet,train
0_W0umzpsu8,20,people whistling,train
0_WMZB4Xc5o,30,toilet flushing,train
0_X7kCoZYd4,9,car engine knocking,train
0_Ys6nyWDbU,45,"electric shaver, electric razor shaving",train
0__h2wovDyE,73,playing bassoon,train
0__h2wovDyE,222,playing bassoon,train
0_aBTjjlZKQ,410,driving buses,train
0_dhbCGDuio,60,people sniggering,train
0_eJQ3UbQ1U,0,train horning,train
0_elc6-BsTg,23,playing squash,train
0_ppreuPMuk,170,playing piano,train
0_skbUzy2Yw,30,female singing,train
0_tkVYBNfT4,152,tractor digging,train
0_tkVYBNfT4,242,tractor digging,train
0_yN1k-S99I,30,typing on computer keyboard,train
0a264PE9qEY,24,playing cornet,test
0a4UPHowiOM,11,people gargling,test
0aA8V88_djQ,10,frog croaking,train
0aA8V88_djQ,20,frog croaking,train
0aAQVEDRaeU,60,typing on computer keyboard,train
0aAhM7nyEmM,0,playing didgeridoo,train
0aAhM7nyEmM,21,playing didgeridoo,train
0aB_rs0am6o,108,playing bassoon,train
0aBogHjQDIw,108,dinosaurs bellowing,train
0aBogHjQDIw,373,dinosaurs bellowing,train
0aD_Y0r9yzA,20,playing harp,train
0aDxXpN5XdA,506,playing tabla,train
0aDxXpN5XdA,847,playing tabla,train
0aEBPBTqMmw,10,cattle mooing,train
0aEJqVazVqA,30,playing snare drum,train
0aKYFdbqjHc,21,lighting firecrackers,train
0aKYFdbqjHc,32,lighting firecrackers,train
0aNNE8vfA1c,10,people farting,train
0aNRJmGOUFo,30,playing vibraphone,train
0aQJ0cPDA4Q,13,pheasant crowing,train
0aQoTA-ae64,85,typing on typewriter,train
0aSZntMMHbU,84,ripping paper,train
0aSZntMMHbU,410,ripping paper,train
0aVutlThPrI,57,chimpanzee pant-hooting,train
0aWak6IRE-w,30,wind noise,train
0aZ3vvM4V34,10,toilet flushing,train
0aZZyAhkQR8,195,ice cracking,train
0abm6KF1U3g,187,playing tabla,train
0abm6KF1U3g,200,playing tabla,train
0aeT2mUHegM,554,playing gong,train
0aeT2mUHegM,674,playing gong,train
0agw5bKRPX8,570,church bell ringing,train
0ajn7pWlfgI,249,tornado roaring,train
0aoLIWegrdE,30,sheep bleating,train
0appLOeTIp8,30,playing electric guitar,train
0arXBVzHtTE,30,playing harp,train
0awsWp6ZjH4,60,playing snare drum,train
0awsWp6ZjH4,203,playing snare drum,train
0azbvZ3t2B8,50,playing banjo,train
0b1P0_wju6U,149,printer printing,train
0b568XeApIs,90,chicken clucking,train
0b5pY41n1XI,3,chicken crowing,train
0b5pY41n1XI,54,chicken crowing,train
0bC2T-xZkCs,187,playing trumpet,train
0bIOZhSEKOE,8,chainsawing trees,train
0bIOZhSEKOE,119,chainsawing trees,train
0bIb6Pjzk1g,30,"female speech, woman speaking",train
0bKpv6YBl7g,50,opening or closing drawers,test
0bOBwA8CqDM,30,playing cello,train
0bOsYah9i4o,27,people booing,train
0bRhugNB2hU,240,popping popcorn,train
0bRhugNB2hU,267,popping popcorn,train
0bSgWa4ldr0,401,playing saxophone,train
0bVdnV5aj0c,29,singing bowl,train
0bW0VveFFEk,110,splashing water,train
0bZig-DtMXE,166,goose honking,train
0bZig-DtMXE,235,goose honking,train
0bbGdjUKQN8,30,"pigeon, dove cooing",train
0bedv8B0ve0,31,playing accordion,train
0bfZtEGm17Y,30,playing hammond organ,train
0bpNpL1iE9U,6,dog howling,train
0bsklcZwEns,290,"rowboat, canoe, kayak rowing",train
0bswmQDwVCQ,60,playing hammond organ,train
0bvPjMQ_WbE,96,playing steelpan,train
0bvPjMQ_WbE,258,playing steelpan,train
0bvgm0bORBA,21,baby babbling,train
0bxNAK2uXD8,30,female singing,train
0c29h7gP9fg,32,playing sitar,train
0c29h7gP9fg,221,playing sitar,train
0c4VcUxJEAw,2,playing guiro,train
0c4VcUxJEAw,22,playing guiro,train
0c4fhU4_8do,3,playing harp,train
0c7SAYJGxjM,30,dog bow-wow,train
0c7VOZ4NDvY,30,car passing by,train
0cKLvC1OLlk,6,volcano explosion,train
0cKLvC1OLlk,33,volcano explosion,train
0cLsy6ST01c,32,cricket chirping,train
0cLsy6ST01c,76,cricket chirping,train
0cMnDz8SSwQ,14,disc scratching,train
0cNYPgD6cEA,30,male singing,test
0cP47d_dU9c,32,playing trombone,train
0cVxX7se82g,30,playing acoustic guitar,train
0c_zFIRXgok,28,sheep bleating,train
0cctolihx48,30,female singing,train
0cgVlzI7hsU,4,gibbon howling,train
0cgVoP2CQ44,166,dinosaurs bellowing,train
0ci7fw-KS7E,180,helicopter,train
0cie68Qbzd4,250,skidding,train
0cjluZLFbp8,176,mynah bird singing,train
0cjluZLFbp8,208,mynah bird singing,train
0cjyDW6Ie8s,30,"pigeon, dove cooing",train
0ckY3vP9DOM,30,playing bass guitar,train
0cnAkc5wvVo,45,playing hockey,train
0cvPbD8PRxM,240,playing piano,train
0czHxjcnFXc,572,people slurping,train
0d1iyGDQJLM,24,underwater bubbling,train
0d1iyGDQJLM,86,underwater bubbling,train
0d2KH3W4_Jg,80,arc welding,train
0d2eiDp3N5k,30,playing flute,train
0d3oGHZohrY,0,fireworks banging,train
0d6YcY-uBgI,30,playing acoustic guitar,train
0d6YdyxkXzQ,815,ripping paper,test
0d7kKuVHLxc,30,"playing violin, fiddle",train
0d7p20tmm14,205,writing on blackboard with chalk,train
0dCq9FqAZRM,90,splashing water,train
0dDZ1dLDfyg,633,scuba diving,train
0dGCQGtS6aE,30,playing electric guitar,train
0dJQx8wpIkE,30,playing bass guitar,train
0dKPjNKg-Ec,80,playing clarinet,train
0dLxMmNd5z4,140,skateboarding,train
0dMJ7dlPzWs,90,chainsawing trees,train
0dPvz-Qifaw,10,splashing water,train
0dUL0EweBEY,423,plastic bottle crushing,test
0daierfmm7A,29,playing vibraphone,train
0daierfmm7A,73,playing vibraphone,train
0dbb7RX2K60,30,playing acoustic guitar,train
0dcOangSEr0,30,playing acoustic guitar,train
0dd6AlyOnfc,30,pumping water,test
0ddWYr_zQ1E,380,chicken crowing,train
0dgmG3h9RLA,13,playing bagpipes,train
0dhtw9eRuaA,30,singing choir,train
0dkVLY8CHXk,270,beat boxing,train
0dlY1YhexCw,350,cattle mooing,train
0dlkTjomemE,30,sailing,train
0dmblmtOX7c,30,"playing marimba, xylophone",train
0dpVZAeYU2E,90,"bird chirping, tweeting",train
0dwKkl7Nydw,30,"male speech, man speaking",train
0dwf7HFTFD8,14,playing acoustic guitar,train
0dwu55z68CY,44,shot football,train
0dxq-BDmV3k,21,playing harpsichord,train
0dzoVih8j3g,75,mynah bird singing,train
0dzoVih8j3g,132,mynah bird singing,train
0e47JpKHBm8,306,playing flute,train
0e4KuIw9ZP4,0,frog croaking,train
0e4OKN5XU4Y,30,lawn mowing,train
0e7-mNDgIXw,135,skiing,train
0eCN_QYvtJ4,10,fire truck siren,train
0eCN_QYvtJ4,28,fire truck siren,train
0eD2RGpxK8w,300,people whispering,train
0eG0h--CsUk,28,lions roaring,train
0eNfQDAbn_Y,20,dog barking,train
0eRfme8TE4M,30,playing electric guitar,train
0eVeqRkMQwA,12,dinosaurs bellowing,train
0eaafXX-pPE,30,baby laughter,train
0eeiRpeMjcQ,30,"male speech, man speaking",train
0egBEcko3fY,77,singing bowl,train
0ekyhsRvGr8,18,playing bass drum,train
0ekyhsRvGr8,213,playing bass drum,train
0elMXLvrx70,43,playing french horn,train
0elMXLvrx70,120,playing french horn,train
0eoH03LJZ8g,83,tap dancing,train
0eod1gNWwzI,20,using sewing machines,train
0epTpOPShXY,39,child singing,train
0epTpOPShXY,108,child singing,train
0eq4AberCIY,17,police car (siren),train
0esmJ-7Y3Iw,20,cat purring,train
0evPDhk7P-M,380,"female speech, woman speaking",train
0ewGEailKvo,44,tractor digging,train
0ewGEailKvo,54,tractor digging,train
0eyh3g5OU_U,72,"playing marimba, xylophone",train
0f2M2uSEj18,36,playing hammond organ,train
0f2Q2J0AwQQ,377,scuba diving,test
0f2jh5raZpE,45,waterfall burbling,train
0f2wI8Ywpfs,85,playing bongo,train
0f2wI8Ywpfs,223,playing bongo,train
0f4vjA3OTtI,60,basketball bounce,train
0fFvsp9bXRk,30,male singing,train
0fHdq5mEw3c,53,black capped chickadee calling,train
0fIUmzUs9vw,10,skidding,train
0fL9V_y32aA,19,chicken crowing,train
0fTwdhslb6E,1,sheep bleating,train
0fTwdhslb6E,22,sheep bleating,train
0fdwOEPfznk,30,playing acoustic guitar,train
0fjrDsLr_aE,30,chainsawing trees,train
0fnxq-PtChQ,8,snake hissing,train
0fr57nOHOEU,40,toilet flushing,train
0fuxJQglZY0,16,cricket chirping,train
0fy834E0TkU,30,ambulance siren,train
0g-KosNgMYA,70,"railroad car, train wagon",test
0g-OylI8Zr8,30,playing cello,train
0g0XO2mbFwo,17,cat purring,train
0g0XO2mbFwo,30,cat purring,train
0g1_MNDuI2A,30,"railroad car, train wagon",train
0g3vTZkMo28,30,female singing,train
0g8K-DZ_kzY,280,playing hammond organ,train
0g8z3NmZqiA,697,playing mandolin,train
0g8z3NmZqiA,843,playing mandolin,train
0gB3liqZO3Y,30,playing flute,train
0gC34wfxNvc,148,playing bass guitar,train
0gCZQ_QeWcs,332,tapping guitar,train
0gGVByW9y4w,50,playing snare drum,train
0gQN6QrjIWs,18,playing electric guitar,train
0gQnoiBH0Cw,10,playing trombone,train
0gTTVwePGUs,16,playing bass drum,train
0gXwifjwn8I,32,elk bugling,train
0g_-KI5NZ-E,30,people whistling,test
0g_EWDx_w5c,9,civil defense siren,train
0ga0i1FSXZQ,2,coyote howling,train
0gah3zIgkgs,0,playing ukulele,train
0gah3zIgkgs,47,playing ukulele,train
0gdMrriLgq8,30,playing accordion,train
0gfxwS7Wla8,30,car engine starting,train
0gkY8t5O7_A,30,playing acoustic guitar,train
0gmjKh4rxuA,30,"male speech, man speaking",train
0gnMM65-mbY,10,playing cymbal,train
0gorLdco6jU,30,playing cello,train
0gsC8wi4HhU,201,people burping,train
0gt_x76yq1M,50,playing tabla,train
0gt_x76yq1M,134,playing tabla,train
0gvqDWLoBfQ,10,dog bow-wow,train
0gyFFka0CCQ,330,sailing,train
0gz1f3zTlk8,566,singing bowl,train
0gz4Ff4pe9E,70,"subway, metro, underground",train
0h2twJWygNI,30,playing harp,train
0h2twJWygNI,36,playing harp,train
0h3Xyfj3FeA,30,playing electric guitar,train
0h43egKCU50,30,car passing by,train
0h4ZlkBp8o0,15,playing didgeridoo,train
0hCiGC4c97g,33,crow cawing,train
0hF33RlhSl8,19,playing electronic organ,train
0hIfyGL9InM,137,playing bassoon,train
0hKr15girHs,59,people marching,train
0hKr15girHs,90,people marching,train
0hLR0HhbyEc,110,playing bass guitar,train
0hO-eSHmIZI,16,"ice cream truck, ice cream van",train
0hOD_iIeePk,30,car engine starting,test
0hOorNAEqv0,0,skateboarding,train
0hV6VaSL0xg,30,female singing,train
0hV7Uk338_w,30,female singing,train
0hWIKYNSEPE,80,playing bagpipes,test
0haq15HEi-0,150,playing acoustic guitar,train
0hbLwAJ5ChE,50,playing banjo,train
0hbhvP9qI2o,30,playing drum kit,train
0hdET5bXEwU,10,horse neighing,train
0hfU27A6tus,70,playing banjo,test
0hgUjqfQ7kI,30,playing bass drum,train
0hjGGwKJYMM,50,playing timpani,train
0hjGGwKJYMM,105,playing timpani,train
0i20gSqhQQY,6,"vehicle horn, car horn, honking",train
0i2l7FDzMbg,30,car passing by,train
0i5hzHy77AU,140,playing french horn,train
0i7IsiodaBw,30,playing electric guitar,train
0i7igqq-HdI,30,female singing,train
0i84rueeIZE,30,playing double bass,train
0iFLrHercZU,103,playing snare drum,train
0iFLrHercZU,192,playing snare drum,train
0iMTaEEq3_0,0,playing glockenspiel,train
0iOpPgOAKi4,30,female singing,train
0iOyidK8FJ0,1,playing glockenspiel,train
0iQsH7R0H_8,0,"male speech, man speaking",train
0iSY-w0-haA,220,playing trumpet,train
0iVM2GY3R_c,30,ambulance siren,train
0iVNCDS9-10,70,playing harp,train
0iWWVbtR-Rs,30,car engine starting,train
0iX0QmnbrK4,85,playing trombone,test
0iXsvAUguaQ,33,pumping water,train
0i_BtUBN2K8,30,playing drum kit,train
0i_lGB3GshY,220,"playing violin, fiddle",train
0igJQMIXtMw,30,"male speech, man speaking",train
0ih7brz--Pw,26,sheep bleating,train
0ihU0MXB2uQ,30,"female speech, woman speaking",train
0iiWcNW53Zs,140,skidding,train
0iiwZ2_9Vi8,90,people coughing,test
0ioRPfQzAW0,30,playing acoustic guitar,train
0ipb6JCmWqY,0,people babbling,train
0iqGid7b7nY,30,"engine accelerating, revving, vroom",train
